show_id,date_added,release_year
s1948,24-Aug-18,2010
s1949,27-Jul-18,2018
s1950,31-Dec-17,1979
s1951,15-Oct-17,2017
s1952,18-May-17,2010
s1953,19-Jul-18,2018
s1954,30-Nov-18,2018
s1955,14-Jun-19,2019
s1956,17-Apr-20,2020
s1957,13-Oct-17,2017
s1958,8-Apr-17,2017
s1959,18-Jun-20,2020
s1960,27-Sep-19,2019
s1961,27-Dec-19,2018
s1962,4-Jan-19,2018
s1963,4-Apr-20,2013
s1964,30-Apr-20,2019
s1965,15-Nov-19,2019
s1966,20-Mar-20,2017
s1967,28-Jun-19,2018
s1968," February 24, 2018",2017
s1969,18-Oct-17,2016
s1970,15-Oct-20,2018
s1971,1-Apr-17,1971
s1972,1-Sep-19,2012
s1973,23-Aug-18,2006
s1974,20-Jun-20,2019
s1975,1-Nov-20,2020
s1976,1-Nov-20,2020
s1977,18-Oct-19,2019
s1978,7-Jun-19,2019
s1979,13-Mar-20,2020
s1980,22-May-17,2016
s1981,1-Aug-20,2019
s1982,18-Dec-18,2018
s1983,31-Dec-17,2014
s1984,1-Mar-18,2015
s1985,31-Dec-17,2016
s1986,1-Nov-20,2018
s1987,6-Sep-16,2015
s1988,2-Aug-18,2016
s1989,15-May-19,2008
s1990,8-Dec-20,2020
s1991,2-Oct-20,2020
s1992,25-Aug-20,2020
s1993,5-Oct-18,2016
s1994,1-Feb-18,2016
s1995,15-Dec-18,2017
s1996,5-Oct-18,2018
s1997,1-Jan-18,2014
s1998,1-Oct-20,2006
s1999,18-Jun-18,2018
s2000,31-Dec-19,2002
s2001,12-Jul-19,2016
s2002,4-May-18,2018
s2003,23-Nov-19,2012
s2004,8-Aug-18,2018
s2005,15-Jul-18,2013
s2006,1-Oct-19,2018
s2007,1-May-17,1996
s2008,26-Apr-18,2018
s2009,18-Jan-17,2016
s2010,23-Sep-20,2020
s2011,1-Aug-17,2014
s2012,9-Dec-18,2018
s2013,5-Aug-19,2019
s2014,1-Jan-21,1973
s2015,5-Aug-17,2016
s2016,6-Jan-18,2017
s2017,28-Oct-18,2015
s2018,1-Oct-17,2017
s2019,8-Jun-19,2002
s2020,30-Dec-20,2020
s2021,1-Sep-20,2016
s2022,23-Jun-20,2020
s2023,2-Oct-18,2012
s2024,12-Oct-18,2018
s2025,2-Nov-19,2017
s2026,1-Oct-19,1990
s2027,19-May-20,2009
s2028,20-May-20,2020
s2029,15-Jul-18,1985
s2030,14-Jan-17,2016
s2031,17-Nov-18,2017
s2032,1-Apr-18,2018
s2033,12-Nov-20,2020
s2034,11-Mar-19,2018
s2035,1-Nov-19,2018
s2036,23-Jul-19,2019
s2037,26-Jun-20,2020
s2038,16-Apr-19,2007
s2039,21-Jun-19,1998
s2040,1-Jan-18,2017
s2041,10-Sep-19,2019
s2042,17-May-11,2010
s2043,27-Feb-19,2018
s2044,1-Jan-20,1997
s2045,6-Aug-20,2016
s2046,25-Feb-20,2019
s2047,6-Jun-19,2019
s2048,4-Mar-19,2015
s2049,1-Aug-17,2014
s2050,14-Mar-19,2016
s2051,16-Feb-18,2018
s2052,1-Oct-20,2019
s2053,11-May-18,2018
s2054,20-Nov-19,2001
s2055,27-Nov-19,2019
s2056,26-Jul-18,2015
s2057,1-Jan-17,2011
s2058,25-Jan-19,2019
s2059,14-Aug-17,2008
s2060,1-Nov-19,1996
s2061,22-Oct-20,2018
s2062,28-Jun-19,2019
s2063,1-Jul-16,2013
s2064,3-Mar-19,2012
s2065,1-Oct-19,2001
s2066,4-Mar-18,2017
s2067,31-Jan-18,2017
s2068,25-Jun-18,2014
s2069,26-Sep-19,2019
s2070,29-Aug-19,2019
s2071,27-Jul-18,2018
s2072,24-Apr-20,2020
s2073,29-Apr-20,2020
s2074,31-Mar-17,2006
s2075,12-Jul-19,2019
s2076,3-May-19,2019
s2077,13-Sep-16,2016
s2078,15-Jan-20,2019
s2079,10-Mar-17,2010
s2080,10-Mar-17,2011
s2081,10-Mar-17,2014
s2082,26-Dec-16,2009
s2083,27-Apr-18,2016
s2084,12-Jun-20,2020
s2085,5-Mar-18,2017
s2086,15-Dec-18,2018
s2087,8-Sep-17,2017
s2088,27-Nov-20,2020
s2089,15-Jan-18,2017
s2090,14-Nov-19,2019
s2091,1-Apr-17,2009
s2092,4-Feb-20,2019
s2093,26-Jul-19,2015
s2094,26-Jan-18,2018
s2095,15-Feb-18,2011
s2096,1-Jan-20,2019
s2097,1-Oct-16,2014
s2098,1-Nov-19,1998
s2099,1-Apr-18,2017
s2100,29-Aug-19,2019
s2101,1-Jun-19,2018
s2102,20-Dec-19,2018
s2103,1-Oct-20,2018
s2104,1-May-19,2017
s2105,5-May-18,2018
s2106,11-Sep-20,2020
s2107,20-Jan-20,2020
s2108,15-Dec-16,2015
s2109,14-May-20,2018
s2110,24-Aug-19,2019
s2111,14-Feb-20,2017
s2112,1-Jan-18,2014
s2113,22-Apr-17,2016
s2114,26-Nov-20,2018
s2115,1-Dec-18,2015
s2116,6-Jun-19,2017
s2117,1-Aug-17,2015
s2118,16-Apr-20,2020
s2119,3-Apr-18,2018
s2120,2-Aug-18,2008
s2121,26-Dec-20,2020
s2122,20-Sep-19,2019
s2123,2-Mar-20,2020
s2124,16-Jul-20,2020
s2125,13-Jul-18,2016
s2126,7-Nov-17,2017
s2127,30-Oct-18,2018
s2128,1-Sep-20,2016
s2129,20-Dec-18,2015
s2130,15-Jun-19,2012
s2131," March 31, 2018",2017
s2132,20-Jul-18,2018
s2133,17-Jul-20,2020
s2134,15-Feb-19,2012
s2135,16-Apr-20,2020
s2136,1-Nov-19,1998
s2137,22-Jul-20,2020
s2138,1-Jun-17,2015
s2139,14-Aug-20,2020
s2140,20-Mar-20,2020
s2141,23-Aug-17,2017
s2142,19-Jun-20,2020
s2143,1-Sep-20,2020
s2144,3-Jul-18,2012
s2145,24-Mar-17,2017
s2146,3-Nov-20,2020
s2147,12-Oct-18,2018
s2148,30-Aug-19,2018
s2149,25-May-18,2018
s2150,1-Aug-19,2012
s2151,3-Jan-20,1986
s2152,13-Oct-20,2004
s2153,1-Jul-20,1971
s2154,2-Dec-20,2020
s2155,28-Dec-15,2015
s2156,21-May-20,1996
s2157,7-Feb-20,2018
s2158,1-Sep-16,2008
s2159,12-Oct-18,2018
s2160,21-Dec-16,2016
s2161,15-Apr-17,2015
s2162,1-Nov-18,2017
s2163,11-Oct-18,2015
s2164,1-Jan-20,2000
s2165,1-Jan-20,2003
s2166,1-Jan-20,2006
s2167,1-Sep-17,2017
s2168,14-Mar-19,2017
s2169,29-Jan-20,2020
s2170,30-Nov-20,2020
s2171,21-Mar-17,2016
s2172,8-Sep-17,2017
s2173,1-Nov-19,2019
s2174,13-May-20,2012
s2175,22-Feb-19,2019
s2176,24-Apr-19,2013
s2177,15-Oct-20,2018
s2178,21-Dec-15,2015
s2179,21-Dec-15,2015
s2180,25-Dec-19,2017
s2181,7-Sep-18,2018
s2182,17-May-19,2018
s2183,1-Sep-19,2017
s2184,1-Oct-19,2018
s2185,12-Nov-20,2018
s2186,30-Mar-18,2018
s2187,6-Jul-18,2018
s2188,15-Sep-17,2017
s2189,31-Mar-17,2016
s2190,22-Oct-20,2019
s2191,1-Apr-18,2017
s2192,1-Oct-18,2015
s2193,25-Apr-18,2018
s2194," December 14, 2018",2015
s2195,2-Aug-18,2016
s2196,15-Apr-20,2019
s2197,31-Mar-17,2017
s2198,17-Sep-19,1982
s2199,1-Apr-17,2015
s2200," July 20, 2018",2014
s2201,2-Aug-18,2000
s2202,2-Jun-17,2017
s2203,16-Jan-17,2008
s2204,20-Nov-20,2020
s2205,4-Aug-18,2018
s2206,13-Jun-19,2016
s2207,3-May-19,2019
s2208,2-Mar-18,2018
s2209,1-Aug-18,2018
s2210,19-Jun-20,2020
s2211,1-Jul-19,2016
s2212,15-Dec-18,2018
s2213,31-Jul-18,1978
s2214,16-Nov-18,2017
s2215,1-Nov-18,2018
s2216,27-Feb-20,2020
s2217,16-May-18,2017
s2218,1-Oct-20,2016
s2219,1-Oct-17,2017
s2220,16-Oct-17,2011
s2221,30-Jun-17,2015
s2222,1-May-20,2010
s2223,2-Mar-16,2015
s2224,2-Aug-19,2012
s2225,15-Aug-18,2015
s2226,16-Aug-19,2019
s2227,1-Sep-19,2018
s2228,15-Apr-20,2018
s2229,6-Mar-18,1977
s2230,2-Dec-16,2016
s2231,31-Dec-18,2017
s2232,1-Oct-17,2017
s2233,1-Dec-17,2017
s2234,1-Nov-19,1956
s2235,27-Feb-17,2016
s2236,1-Mar-17,2016
s2237,7-Jun-20,2020
s2238,1-Sep-16,2011
s2239,24-Jun-19,2019
s2240,2-Aug-18,2018
s2241,29-May-17,2016
s2242,1-Nov-20,2019
s2243,18-Sep-17,2011
s2244,4-May-18,2018
s2245,21-Feb-18,2017
s2246,3-Oct-19,2011
s2247,28-Feb-20,2020
s2248,21-Jan-20,2020
s2249,1-Jan-21,2008
s2250,9-Dec-16,2016
s2251,27-Feb-19,2013
s2252,1-Aug-19,1994
s2253,1-Apr-19,2007
s2254,11-Oct-19,2019
s2255,1-Oct-17,2016
s2256,1-Oct-17,2012
s2257,12-Apr-19,2019
s2258,17-Apr-19,2019
s2259,8-Jun-18,2018
s2260,1-Mar-20,2016
s2261,1-Apr-16,2007
s2262,12-Jun-20,2020
s2263,16-Jul-19,2019
s2264,,2003
s2265,10-Apr-17,2017
s2266,13-Aug-20,2018
s2267,3-Mar-20,2018
s2268,2-Sep-20,2020
s2269,6-Feb-18,2018
s2270,1-Jan-21,2007
s2271,21-Oct-19,2016
s2272,6-Jul-19,2019
s2273,7-Dec-18,2018
s2274,1-Feb-19,2019
s2275,1-Oct-20,2016
s2276,1-Jan-20,1993
s2277,1-Oct-18,2018
s2278,29-May-20,2018
s2279,15-Dec-17,2015
s2280,6-Jun-19,2016
s2281,4-Feb-16,2015
s2282,12-Feb-20,2015
s2283,4-Sep-17,2016
s2284,3-Mar-20,2019
s2285,23-Mar-20,2020
s2286," January 17, 2018",2017
s2287,1-Jan-20,2009
s2288,18-Apr-18,2016
s2289,,2003
s2290,11-Jan-19,2019
s2291,1-Apr-20,1980
s2292,11-Jun-20,2014
s2293,5-Dec-16,2016
s2294,6-Jun-19,2017
s2295,15-Apr-14,2013
s2296,8-Sep-20,2010
s2297,15-Jul-18,2016
s2298,9-Feb-20,2018
s2299,23-Nov-18,2018
s2300,28-Jan-16,2011
s2301,28-Jan-16,2011
s2302,28-Jan-16,2011
s2303,1-Jul-19,2008
s2304,12-Nov-20,2013
s2305,23-Nov-18,2018
s2306,15-Dec-19,2013
s2307,19-Sep-20,2020
s2308,13-Nov-20,2020
s2309,23-Feb-20,2019
s2310,1-Sep-16,2015
s2311,1-Jan-21,2020
s2312,6-Dec-19,2020
s2313,19-Feb-18,2017
s2314,1-Jan-18,2010
s2315,31-Dec-17,2017
s2316,18-Jul-20,2018
s2317,1-Jan-18,2016
s2318,10-Dec-20,2020
s2319,25-Sep-19,2019
s2320,24-Apr-19,2017
s2321,10-Dec-20,2020
s2322,18-Jan-19,2019
s2323,28-Apr-20,2017
s2324,15-Mar-19,2009
s2325,10-Mar-17,2004
s2326,28-Apr-20,2016
s2327,5-Jul-20,2015
s2328,5-Jan-21,2021
s2329,29-Jan-19,2019
s2330,9-Nov-18,2017
s2331,20-Dec-16,2016
s2332,1-Jun-18,2018
s2333,6-Mar-18,2018
s2334,23-Jan-17,2017
s2335,1-Nov-18,2015
s2336,22-Sep-17,2017
s2337,15-Sep-17,2013
s2338," September 7, 2016",2016
s2339,15-Sep-18,2017
s2340,15-Dec-19,2011
s2341,10-Aug-20,2020
s2342,19-May-20,2012
s2343,21-Aug-19,2019
s2344,21-Aug-19,2019
s2345,21-Aug-19,2019
s2346,23-Mar-18,2018
s2347,1-Sep-16,2009
s2348,30-Dec-20,2020
s2349,31-Jan-20,2016
s2350,8-Jan-21,2003
s2351,15-Apr-17,2014
s2352,20-Aug-19,2002
s2353,18-Feb-17,2016
s2354,1-Sep-18,2018
s2355,6-Feb-20,2014
s2356,1-Jan-20,2007
s2357,1-Jan-20,2008
s2358,1-Jan-20,2009
s2359,23-Dec-16,2016
s2360,1-Dec-16,2013
s2361,2-Jun-20,2019
s2362,9-Oct-18,2009
s2363,30-Nov-18,2011
s2364,9-May-19,2018
s2365,26-Feb-20,2015
s2366,10-Dec-18,2016
s2367,15-Dec-17,2016
s2368,1-Jul-18,2018
s2369,10-Oct-19,2019
s2370,1-Feb-18,2017
s2371,1-Oct-17,2017
s2372,15-Apr-19,2018
s2373,17-Feb-19,2018
s2374,1-Aug-17,2015
s2375,1-Aug-17,2016
s2376,21-Feb-20,2020
s2377,1-Jun-16,2016
s2378,30-Jun-20,2020
s2379,20-Dec-16,2003
s2380,29-Sep-17,2017
s2381,31-Dec-17,2011
s2382,31-Jul-20,2020
s2383,16-Jan-20,2010
s2384,1-May-20,2019
s2385,12-May-17,2017
s2386,9-Sep-20,2020
s2387,12-Dec-14,2014
s2388,1-Nov-18,2017
s2389,1-Apr-19,2008
s2390,1-Nov-17,2016
s2391,1-Nov-19,2005
s2392,19-Oct-20,2013
s2393,1-Nov-18,2013
s2394,31-Dec-19,1990
s2395,31-Dec-17,2017
s2396,23-Apr-20,2020
s2397,13-Sep-17,2017
s2398,24-Feb-19,2013
s2399,1-Oct-17,2016
s2400,1-Oct-20,2007
s2401,1-Jan-20,2020
s2402,24-Feb-19,2014
s2403,2-Oct-19,2012
s2404,24-Feb-19,2013
s2405,16-Oct-19,2019
s2406,25-Nov-20,2020
s2407,24-Aug-18,2018
s2408,31-Dec-19,1997
s2409,15-Sep-18,2005
s2410,18-Jul-20,2019
s2411,1-Nov-19,1958
s2412,1-Oct-17,2006
s2413,25-Nov-16,2016
s2414,1-Jan-21,2013
s2415,17-Sep-20,2020
s2416,31-Dec-18,2013
s2417,31-Dec-18,2008
s2418,15-Jul-18,2012
s2419,9-Oct-20,2020
s2420,10-Jan-20,2019
s2421,15-Mar-19,2018
s2422,1-Nov-18,2018
s2423,22-Feb-20,2019
s2424,27-Feb-19,2013
s2425,6-Nov-20,2020
s2426,21-Apr-17,2017
s2427,14-Feb-17,2017
s2428,11-Sep-20,2007
s2429,14-Jun-19,2019
s2430,1-Oct-19,2018
s2431,21-Jun-19,2019
s2432,15-Dec-19,2012
s2433,22-Nov-19,2015
s2434,26-Jul-19,2019
s2435,11-Dec-20,2020
s2436,18-Jul-15,2015
s2437,25-Sep-19,2019
s2438,17-Aug-20,2020
s2439,26-Aug-16,2016
s2440,10-Nov-17,2017
s2441,9-Aug-19,2019
s2442,14-Aug-20,2020
s2443,31-Mar-17,2012
s2444,14-Aug-17,2010
s2445,19-Oct-18,2018
s2446,13-Mar-20,2020
s2447,26-Dec-20,2020
s2448,1-May-20,2020
s2449,21-Jun-19,2019
s2450,15-Nov-19,2019
s2451,9-Feb-19,2018
s2452,15-Jul-19,2015
s2453,22-Oct-18,2016
s2454,16-Dec-17,2017
s2455,1-Apr-20,2014
s2456,4-Dec-18,2018
s2457,1-May-18,2017
s2458,22-Nov-17,2017
s2459,17-Jan-18,2017
s2460,18-Jul-18,2018
s2461,9-Jan-19,2018
s2462,20-Aug-20,2020
s2463,15-Jul-18,2018
s2464,31-Dec-19,1979
s2465,1-Nov-17,2013
s2466,31-Dec-19,1995
s2467,22-Jun-20,2019
s2468," October 31, 2018",2017
s2469,10-Dec-18,2016
s2470,5-Jul-20,2014
s2471,28-Sep-20,2008
s2472,31-Dec-19,2006
s2473," August 21, 2017",2016
s2474,1-Jan-19,2018
s2475,12-Jul-17,2015
s2476,10-Dec-19,2017
s2477,1-Jan-21,1997
s2478,3-Oct-20,2018
s2479,31-Dec-19,2019
s2480,1-Jan-21,2009
s2481,19-Jan-17,2016
s2482,2-Apr-17,2014
s2483,20-Aug-20,2019
s2484,21-Jun-19,2012
s2485,1-Oct-19,2007
s2486,28-Nov-17,2017
s2487,1-Oct-20,2020
s2488,2-Jun-19,2005
s2489,8-Sep-17,2014
s2490,16-May-19,2019
s2491,11-Feb-20,2017
s2492,30-Apr-20,2019
s2493,15-Dec-16,2012
s2494,1-Jan-21,1990
s2495,27-Apr-18,2016
s2496,6-Mar-18,2017
s2497,15-Aug-17,2011
s2498,30-Dec-17,2016
s2499,19-Nov-14,1998
s2500,25-Apr-19,2018
s2501,1-Apr-20,2013
s2502,1-Dec-20,2018
s2503,1-Nov-19,2001
s2504," October 8, 2013",2012
s2505,30-Sep-19,2019
s2506,1-Jan-21,2003
s2507,15-Oct-17,2015
s2508,26-Jan-19,2018
s2509,15-Jan-20,2020
s2510,12-Nov-20,2020
s2511,1-Oct-20,2008
s2512,15-Jul-19,2017
s2513,16-Oct-20,2020
s2514,1-Aug-19,2017
s2515," November 1, 2017",2013
s2516,1-Mar-18,2013
s2517,25-Dec-19,2019
s2518,1-Nov-18,2012
s2519,28-May-20,2014
s2520,28-May-20,2015
s2521,14-Feb-19,2017
s2522,20-Apr-19,2019
s2523,1-Nov-19,1978
s2524," December 1, 2018",2016
s2525,25-Oct-18,2017
s2526,25-Nov-20,2020
s2527,1-Oct-17,2017
s2528,31-Mar-20,2016
s2529,8-Nov-19,2019
s2530,17-Mar-19,2019
s2531,8-Nov-19,2019
s2532,16-Aug-19,2019
s2533,12-Nov-18,2015
s2534,1-Jan-18,2016
s2535,20-Mar-20,2020
s2536,10-Sep-20,2020
s2537,10-Apr-18,2018
s2538,31-Oct-19,2019
s2539,9-May-20,2019
s2540,14-Jul-16,2015
s2541,10-Feb-17,2017
s2542,1-Apr-18,2016
s2543,15-Dec-20,2018
s2544,12-Dec-20,2018
s2545,6-Jan-17,2016
s2546,19-Feb-17,2016
s2547,30-Nov-19,2019
s2548,18-Dec-20,2020
s2549,27-Oct-20,2020
s2550,6-Mar-20,2020
s2551,1-Apr-20,1993
s2552,31-Oct-18,2018
s2553,1-Feb-17,2015
s2554,15-Nov-19,2019
s2555,12-Aug-20,2020
s2556,,2008
s2557,1-May-18,2017
s2558,1-Sep-17,2007
s2559,1-Mar-18,2007
s2560,1-Mar-19,2018
s2561,26-Jul-19,2015
s2562,2-Aug-18,2010
s2563,30-Jun-17,2017
s2564,1-Sep-20,2002
s2565,19-Aug-18,2015
s2566,10-Mar-17,2013
s2567,10-Mar-17,2013
s2568,2-Oct-20,2009
s2569,15-Jul-15,2015
s2570,11-May-18,2016
s2571,1-Oct-18,2013
s2572,15-Mar-18,2010
s2573,28-Jan-19,2012
s2574,1-Nov-19,2019
s2575,4-Apr-18,2014
s2576,2-Aug-18,2014
s2577,1-Nov-19,2015
s2578,16-Apr-20,2016
s2579,1-Jan-20,2007
s2580,8-Mar-19,2018
s2581,1-Nov-17,2016
s2582,31-Jan-20,2017
s2583,15-Oct-20,2005
s2584,2-Jan-20,2017
s2585,15-Nov-18,2018
s2586,1-May-17,2009
s2587,7-Mar-16,2015
s2588,14-Dec-17,2017
s2589,1-Mar-18,2000
s2590,23-Nov-19,1987
s2591,15-May-19,2018
s2592,2-May-19,2017
s2593,1-Aug-17,2016
s2594,16-Jan-20,2020
s2595,5-May-17,2017
s2596,2-May-20,2014
s2597,6-May-20,2017
s2598,25-Aug-18,2013
s2599,26-May-20,2020
s2600,19-Jun-18,2018
s2601,6-Jun-20,2015
s2602,5-Feb-16,2016
s2603,1-Jul-17,2018
s2604,1-Mar-18,2017
s2605,31-Jan-19,2018
s2606,6-Mar-19,2018
s2607,1-Jan-17,2013
s2608,15-Dec-16,2012
s2609,30-Mar-18,2018
s2610,30-Nov-18,2018
s2611,1-Oct-18,2014
s2612,1-Jan-18,2017
s2613,14-Aug-19,2019
s2614,1-Feb-17,2014
s2615,26-Mar-20,2019
s2616,8-Feb-17,2014
s2617," March 16, 2016",2016
s2618,27-Mar-20,2019
s2619,1-Jul-16,2015
s2620,2-May-20,2020
s2621,1-Feb-17,2015
s2622,23-Nov-20,2020
s2623,1-Oct-11,1986
s2624,6-Sep-17,2015
s2625,1-Aug-20,2015
s2626,11-Jan-19,2018
s2627,8-May-18,2018
s2628,1-Oct-18,2009
s2629,19-Jan-18,2018
s2630,1-Nov-19,2005
s2631,1-Oct-19,2008
s2632,1-Jan-20,2004
s2633,25-Nov-18,2015
s2634,1-Feb-19,2014
s2635,15-Apr-18,2010
s2636,15-Oct-17,2017
s2637,15-Jan-17,2015
s2638,1-May-17,2016
s2639," December 15, 2015",2014
s2640,1-Oct-16,2010
s2641,10-Jan-20,2020
s2642,23-May-17,2017
s2643,1-Apr-20,2014
s2644,1-Mar-18,1999
s2645,28-Dec-18,2015
s2646,17-Apr-20,2020
s2647,13-Aug-19,2018
s2648,1-Jul-19,2018
s2649,20-Oct-17,2017
s2650,21-Aug-17,2015
s2651,1-Nov-18,2007
s2652,11-Oct-19,2019
s2653,1-Dec-18,2017
s2654,2-Jan-18,2017
s2655,1-Mar-19,2018
s2656,11-May-20,2020
s2657,1-Aug-17,2016
s2658,1-Feb-19,2017
s2659," September 8, 2015",2015
s2660,10-Jun-17,2016
s2661,19-Nov-20,2015
s2662,10-Mar-17,2015
s2663,1-Mar-20,2011
s2664,15-Apr-19,2003
s2665,2-Dec-20,2020
s2666,1-May-17,2016
s2667,1-Jun-18,2015
s2668,18-Mar-16,2015
s2669,12-Jan-19,2018
s2670,13-Sep-19,2018
s2671,25-Aug-18,1998
s2672,3-Jun-17,2016
s2673,1-Jan-21,2021
s2674,1-Jan-17,2011
s2675,1-Feb-19,2017
s2676,20-Nov-20,2019
s2677,27-Nov-20,1999
s2678,31-Dec-19,2001
s2679,1-Aug-19,2017
s2680,1-Jan-18,2017
s2681,15-May-20,2017
s2682,15-Dec-16,2011
s2683,22-Jun-18,2018
s2684,1-Apr-19,2016
s2685,1-Sep-20,2020
s2686,15-May-19,2017
s2687,1-Dec-18,2015
s2688,10-Nov-18,2015
s2689,6-Sep-18,2015
s2690," May 28, 2016",2016
s2691,1-Jan-19,2016
s2692,1-Dec-18,2004
s2693,4-Jan-21,1999
s2694,10-Jul-20,2020
s2695,24-Dec-20,2019
s2696,18-Dec-17,2017
s2697,13-Sep-19,2019
s2698,23-Oct-15,2015
s2699,31-Oct-18,2015
s2700,15-Jan-21,2016
s2701,29-Jul-18,2013
s2702,26-Aug-20,2020
s2703,2-May-19,2018
s2704,31-Dec-19,1976
s2705,1-Jul-17,2016
s2706,23-Oct-18,2018
s2707,19-Oct-20,2014
s2708,1-Aug-18,1997
s2709,23-Aug-19,2019
s2710,1-Feb-17,2016
s2711,12-Sep-17,2017
s2712,1-Nov-18,2012
s2713,1-Jun-19,2018
s2714,2-Nov-19,2017
s2715,23-Feb-20,2020
s2716,9-Apr-20,2019
s2717,2-Jun-16,2016
s2718,24-Jul-20,2017
s2719,30-Oct-20,2019
s2720,19-May-17,2015
s2721,5-Feb-19,2018
s2722,1-Mar-18,2010
s2723,19-Aug-17,2016
s2724,20-Sep-20,2016
s2725,20-Sep-20,2017
s2726,20-Sep-20,2017
s2727,20-Sep-20,2016
s2728,20-Sep-20,2019
s2729,1-Dec-19,2019
s2730,8-Feb-19,2019
s2731,1-Sep-17,1988
s2732,19-Aug-20,2020
s2733,7-Aug-20,2020
s2734,29-Jan-19,2018
s2735,31-May-20,2019
s2736,19-May-17,2017
s2737,1-Feb-17,2015
s2738,2-Aug-18,2014
s2739," December 3, 2019",2016
s2740," November 1, 2016",1988
s2741,26-Jun-19,2018
s2742,14-Dec-20,2021
s2743,24-Nov-20,2020
s2744,1-Nov-18,2013
s2745,1-Aug-17,2016
s2746,17-Jan-20,2020
s2747,31-Mar-17,2015
s2748,30-Oct-20,2020
s2749,1-Dec-17,2010
s2750,13-Jan-17,2015
s2751,27-May-19,2019
s2752,22-May-20,2020
s2753,1-Aug-18,2017
s2754,5-Jan-21,2021
s2755,12-Jul-19,2016
s2756,8-Nov-19,2012
s2757,1-Jan-20,2005
s2758,10-Feb-17,1977
s2759,22-Feb-18,2017
s2760,1-Aug-16,2016
s2761,1-Nov-17,2017
s2762,15-Feb-19,2015
s2763,1-Jul-17,2015
s2764,2-May-20,2019
s2765,31-Mar-17,2016
s2766,1-Aug-17,2016
s2767,10-Mar-17,2006
s2768,28-Sep-18,2018
s2769,1-Aug-16,2015
s2770,11-Jul-20,2016
s2771,28-Oct-20,2020
s2772,18-Nov-20,2020
s2773,1-Nov-19,2019
s2774,28-Nov-19,2019
s2775,20-Nov-19,2019
s2776,15-Jul-16,2016
s2777,1-Nov-19,2018
s2778,1-May-20,2020
s2779,29-Jan-18,2017
s2780,15-Dec-19,2019
s2781,27-Apr-18,2017
s2782,1-Sep-16,2016
s2783,30-Jul-18,2008
s2784,30-Jul-18,2010
s2785,1-May-18,2017
s2786,18-Dec-20,2020
s2787,26-Jun-20,2020
s2788,9-Oct-19,2019
s2789,20-Jul-18,2018
s2790,17-Apr-19,2019
s2791,15-Oct-19,2019
s2792,30-Jun-20,2020
s2793,15-Nov-20,2018
s2794,1-Oct-19,2011
s2795,3-Apr-18,2018
s2796,15-Dec-19,2007
s2797,20-May-20,2014
s2798,30-Apr-19,2018
s2799,3-Nov-18,2011
s2800,15-Jan-21,1991
s2801,21-Aug-20,2020
s2802,16-Jan-20,2011
s2803,1-Sep-18,2018
s2804,15-Sep-20,2020
s2805,8-Nov-18,2018
s2806,15-Dec-19,2017
s2807,30-Jun-18,2015
s2808,1-Aug-19,2013
s2809,11-Jan-19,2019
s2810,17-Sep-20,2020
s2811,2-Oct-19,2016
s2812,12-Apr-19,2013
s2813,7-Feb-20,2020
s2814,12-Mar-20,2020
s2815,15-Jan-17,2016
s2816,29-Jan-18,2017
s2817,15-Aug-18,2017
s2818,1-Mar-16,2016
s2819,1-Oct-18,2018
s2820,28-Dec-19,2019
s2821,29-May-15,2015
s2822,21-Apr-17,2017
s2823,13-Aug-17,2016
s2824,20-Nov-19,2007
s2825,4-Jun-20,2017
s2826,16-Mar-17,2017
s2827,2-Sep-20,2009
s2828,1-Oct-19,1975
s2829,26-Jun-18,2017
s2830,24-Jan-19,2018
s2831,15-Nov-19,2019
s2832,8-May-20,2012
s2833,2-Nov-18,2018
s2834,11-Oct-20,2017
s2835,6-Jan-18,2016
s2836,20-Jul-17,2016
s2837,31-Dec-19,2019
s2838,13-Jul-18,2018
s2839,1-Feb-18,2017
s2840,1-Jun-17,2000
s2841,1-Nov-19,2017
s2842,1-Nov-19,1997
s2843,1-Jan-16,2015
s2844,1-Apr-20,2020
s2845,13-Jun-20,2020
s2846,20-Oct-18,2018
s2847,15-Sep-18,2018
s2848,1-Apr-18,1995
s2849,16-Dec-20,2020
s2850,21-Jul-20,2020
s2851,1-Jun-17,2017
s2852,11-Sep-20,2014
s2853,1-Aug-16,2016
s2854,16-Mar-17,1992
s2855,1-Jan-18,2012
s2856,7-Oct-20,2020
s2857,12-Apr-19,2019
s2858,1-Mar-20,2011
s2859,1-Jun-20,2009
s2860,1-Feb-20,1994
s2861,1-Jan-18,1999
s2862,1-Oct-20,2019
s2863,22-Oct-17,2006
s2864,1-Apr-20,2014
s2865,15-Dec-16,2011
s2866,23-Jun-18,2014
s2867,1-Oct-20,2016
s2868,1-Jan-20,2010
s2869,3-Jul-20,2020
s2870,28-Feb-20,2013
s2871,22-Oct-19,2015
s2872,12-Oct-20,2015
s2873,1-Feb-19,2015
s2874," January 1, 2018",2011
s2875,1-Jan-17,2016
s2876,15-Aug-18,2018
s2877,1-Nov-18,2012
s2878,8-Apr-16,2016
s2879,1-Dec-19,2005
s2880,21-Feb-20,2020
s2881,14-Dec-18,2018
s2882,29-Mar-18,2018
s2883,24-May-19,2017
s2884,21-Aug-19,2019
s2885,8-Jun-17,2016
s2886,4-Mar-19,2010
s2887,31-Jan-20,2020
s2888,28-Aug-20,2020
s2889,1-Oct-17,2016
