show_id,year_added,release_year
s2896,2017,2015
s2897,2019,2019
s2898,2018,2018
s2899,2017,2016
s2900,2020,2020
s2901,2020,2017
s2902,2017,2015
s2903,2016,2016
s2904,2018,2018
s2905,2020,2020
s2906,2020,2019
s2907,2019,2016
s2908,2017,2016
s2909,2017,2017
s2910,2019,2011
s2911,2019,2017
s2912,2018,2014
s2913,2018,2010
s2914,2019,2019
s2915,2019,2019
s2916,2019,2019
s2917,2020,2019
s2918,2019,2019
s2919,2020,2010
s2920,2019,2016
s2921,2019,2015
s2922,2016,2016
s2923,2019,2015
s2924,2017,2013
s2925,2020,2019
s2926,2020,2019
s2927,2019,2019
s2928,2020,2020
s2929,2019,2019
s2930,2018,2017
s2931,2018,2018
s2932,2017,2017
s2933,2017,2017
s2934,2016,2016
s2935,2017,2016
s2936,2018,2014
s2937,2017,2017
s2938,2018,2010
s2939,2018,2014
s2940,2020,2020
s2941,2019,2018
s2942,2018,2018
s2943,2019,2008
s2944,2019,2017
s2945,2016,2016
s2946,2018,2018
s2947,2015,2015
s2948,2019,2019
s2949,2013,2013
s2950,2018,2018
s2951,2019,2009
s2952,2019,2018
s2953,2020,2020
s2954,2019,1974
s2955,2016,2012
s2956,2019,2018
s2957,2018,2012
s2958,2017,2014
s2959,2019,2017
s2960,2020,2016
s2961,2017,2012
s2962,2018,2018
s2963,2011,1990
s2964,2019,2018
s2965,2018,2018
s2966,2017,2016
s2967,2020,2017
s2968,2019,2018
s2969,2020,2019
s2970,2018,2017
s2971,2019,2019
s2972,2020,2020
s2973,2018,2017
s2974,2017,2016
s2975,2019,2019
s2976,2019,2019
s2977,2018,2016
s2978,2016,2011
s2979,2020,2016
s2980,2020,2010
s2981,2017,2014
s2982,2018,2019
s2983,2017,2017
s2984,2018,2017
s2985,2017,2015
s2986,2019,2018
s2987,2017,2014
s2988,2017,2015
s2989,2020,2017
s2990,2020,2020
s2991,2019,2008
s2992,2019,1989
s2993,2019,1981
s2994,2019,1984
s2995,2017,2016
s2996,2018,2013
s2997,2018,2016
s2998,2019,2009
s2999,2018,2018
s3000,2019,2018
s3001,2019,2013
s3002,2019,2019
s3003,2020,2020
s3004,2018,2005
s3005,2020,2012
s3006,2020,2013
s3007,2019,2008
s3008,2019,2017
s3009,2019,2017
s3010,2018,2005
s3011,2019,2019
s3012,2019,2019
s3013,2019,2019
s3014,2018,2018
s3015,2018,2017
s3016,2019,2015
s3017,2019,2017
s3018,2018,2018
s3019,2021,2021
s3020,2019,2010
s3021,2018,2017
s3022,2018,2018
s3023,2019,2019
s3024,2020,2013
s3025,2017,2007
s3026,2019,2019
s3027,2016,2016
s3028,2016,2015
s3029,2017,2016
s3030,2016,2008
s3031,2019,2018
s3032,2018,2015
s3033,2016,2016
s3034,2020,2020
s3035,2021,2007
s3036,2020,2020
s3037,2016,2001
s3038,2017,2004
s3039,2017,2003
s3040,2018,2001
s3041,2017,2002
s3042,2019,2019
s3043,2019,2009
s3044,2018,2017
s3045,2019,2018
s3046,2018,2017
s3047,2019,2019
s3048,2016,2008
s3049,2016,2010
s3050,2016,2015
s3051,2020,2019
s3052,2018,2006
s3053,2018,2010
s3054,2020,2009
s3055,2019,2018
s3056,2019,2019
s3057,2019,2018
s3058,2014,2014
s3059,2020,2011
s3060,2019,2019
s3061,2018,2018
s3062,2020,2015
s3063,2021,2018
s3064,2020,2019
s3065,2020,2003
s3066,2018,2015
s3067,2020,2009
s3068,2020,2020
s3069,2020,2018
s3070,2017,2014
s3071,2019,2017
s3072,2018,2015
s3073,2018,2013
s3074,2019,2017
s3075,2019,2019
s3076,2019,2013
s3077,2019,1995
s3078,2019,2019
s3079,2019,2012
s3080,2020,2016
s3081,2016,2015
s3082,2020,2020
s3083,2019,2017
s3084,2020,2020
s3085,2018,2017
s3086,2016,2014
s3087,2019,2015
s3088,2019,2019
s3089,2020,2020
s3090,2018,2018
s3091,2020,2020
s3092,2017,1986
s3093,2019,2006
s3094,2021,2008
s3095,2017,2017
s3096,2020,2007
s3097,2017,2013
s3098,2019,2018
s3099,2013,2016
s3100,2017,2017
s3101,2019,2019
s3102,2020,2020
s3103,2020,2020
s3104,2019,1997
s3105,2017,2017
s3106,2018,2015
s3107,2019,2019
s3108,2020,2019
s3109,2018,2016
s3110,2019,2015
s3111,2018,2017
s3112,2020,2020
s3113,2019,2009
s3114,2019,2019
s3115,2018,2017
s3116,2017,2014
s3117,2017,2013
s3118,2018,2012
s3119,2018,2018
s3120,2020,2020
s3121,2017,2016
s3122,2016,2016
s3123,2019,2019
s3124,2018,2018
s3125,2019,2018
s3126,2020,2020
s3127,2017,2008
s3128,2019,2019
s3129,2018,2014
s3130,2018,2013
s3131,2019,2001
s3132,2019,1973
s3133,2018,2018
s3134,2019,2014
s3135,2019,2006
s3136,2019,2019
s3137,2019,2011
s3138,2019,2012
s3139,2017,2017
s3140,2020,2015
s3141,2019,2008
s3142,2016,2016
s3143,2019,2019
s3144,2020,2020
s3145,2020,2015
s3146,2015,2015
s3147,2017,2017
s3148,2021,2017
s3149,2019,2019
s3150,2020,2019
s3151,2017,2016
s3152,2016,2015
s3153,2017,2008
s3154,2017,2017
s3155,2020,2020
s3156,2017,2002
s3157,2018,1998
s3158,2019,2014
s3159,2017,2016
s3160,2019,2018
s3161,2018,2016
s3162,2020,2019
s3163,2017,2017
s3164,2019,2003
s3165,2017,2009
s3166,2017,2017
s3167,2016,2005
s3168,2017,2017
s3169,2016,2009
s3170,2016,2012
s3171,2016,2014
s3172,2019,2014
s3173,2016,2016
s3174,2020,2020
s3175,2018,2018
s3176,2017,2017
s3177,2019,1973
s3178,2016,2016
s3179,2019,2019
s3180,2020,2001
s3181,2018,2018
s3182,2019,2017
s3183,2020,2020
s3184,2019,2017
s3185,2019,2019
s3186,2019,2013
s3187,2019,2011
s3188,2019,1960
s3189,2019,2019
s3190,2020,2020
s3191,2017,2017
s3192,2019,2018
s3193,2017,2017
s3194,2018,2012
s3195,2017,2017
s3196,2018,2008
s3197,2017,2017
s3198,2017,2017
s3199,2018,2018
s3200,2016,2016
s3201,2016,2005
s3202,2019,2018
s3203,2019,2012
s3204,2019,2013
s3205,2020,2020
s3206,2018,2018
s3207,2018,2017
s3208,2019,2019
s3209,2018,2018
s3210,2018,2012
s3211,2015,2015
s3212,2020,2020
s3213,2015,2013
s3214,2020,2014
s3215,2018,2017
s3216,2018,2012
s3217,2019,2018
s3218,2017,2015
s3219,2019,2018
s3220,2016,2015
s3221,2018,2017
s3222,2011,2000
s3223,2017,2017
s3224,2020,2018
s3225,2017,2016
s3226,2019,2019
s3227,2020,2020
s3228,2017,2015
s3229,2017,2016
s3230,2019,2019
s3231,2017,2017
s3232,2017,2017
s3233,2018,2015
s3234,2019,1997
s3235,2018,2017
s3236,2019,2011
s3237,2018,2017
s3238,2021,2009
s3239,2020,2020
s3240,2017,2017
s3241,2015,2014
s3242,2020,2019
s3243,2017,2015
s3244,2020,2011
s3245,2019,2005
s3246,2019,2015
s3247,2020,2020
s3248,2020,2020
s3249,2009,2007
s3250,2019,2005
s3251,2019,2018
s3252,2020,2016
s3253,2016,2013
s3254,2020,2017
s3255,2017,2012
s3256,2018,1992
s3257,2018,2011
s3258,2016,2016
s3259,2016,2012
s3260,2016,2016
s3261,2020,2019
s3262,2016,2012
s3263,2019,2002
s3264,2019,2010
s3265,2019,2011
s3266,2016,2012
s3267,2019,2013
s3268,2019,2009
s3269,2020,2016
s3270,2016,2013
s3271,2017,2017
s3272,2020,2019
s3273,2018,2015
s3274,2019,2019
s3275,2020,2005
s3276,2020,2020
s3277,2019,1981
s3278,2018,2017
s3279,2017,2016
s3280,2019,2019
s3281,2020,2006
s3282,2017,1994
s3283,2020,2001
s3284,2019,2019
s3285,2017,2016
s3286,2019,2012
s3287,2017,2014
s3288,2018,2013
s3289,2017,2010
s3290,2019,2019
s3291,2020,2003
s3292,2018,2012
s3293,2018,2016
s3294,2020,2019
s3295,2020,2019
s3296,2018,2017
s3297,2019,2016
s3298,2018,2009
s3299,2017,2017
s3300,2020,2019
s3301,2018,2017
s3302,2020,2020
s3303,2017,2017
s3304,2020,2016
s3305,2020,2020
s3306,2017,2015
s3307,2019,2019
s3308,2020,2007
s3309,2016,2016
s3310,2019,2010
s3311,2020,2017
s3312,2017,2008
s3313,2020,2019
s3314,2016,2016
s3315,2020,2001
s3316,2018,2012
s3317,2018,2007
s3318,2019,1982
s3319,2019,2019
s3320,2017,2017
s3321,2016,2016
s3322,2018,2007
s3323,2018,2018
s3324,2018,2012
s3325,2018,2006
s3326,2018,2006
s3327,2018,2015
s3328,2018,2018
s3329,2018,2017
s3330,2018,2005
s3331,2017,2017
s3332,2020,2019
s3333,2015,2015
s3334,2020,2019
s3335,2017,1990
s3336,2017,2014
s3337,2017,1996
s3338,2019,2019
s3339,2019,2019
s3340,2020,2020
s3341,2019,2019
s3342,2020,2009
s3343,2019,2019
s3344,2018,2011
s3345,2018,2013
s3346,2018,2010
s3347,2017,2016
s3348,2020,2020
s3349,2019,2019
s3350,2018,2018
s3351,2019,2001
s3352,2019,2017
s3353,2019,2017
s3354,2018,1993
s3355,2018,2018
s3356,2017,2013
s3357,2018,2018
s3358,2018,2014
s3359,2017,1973
s3360,2018,2006
s3361,2018,2011
s3362,2019,1980
s3363,2018,2003
s3364,2019,2018
s3365,2017,2017
s3366,2018,2017
s3367,2016,2016
s3368,2019,1995
s3369,2019,2018
s3370,2019,2015
s3371,2020,2016
s3372,2017,2015
s3373,2019,2019
s3374,2019,2019
s3375,2019,2010
s3376,2020,2003
s3377,2020,2004
s3378,2017,2016
s3379,2019,2015
s3380,2019,2014
s3381,2019,2019
s3382,2017,2016
s3383,2020,2011
s3384,2018,2014
s3385,2017,2014
s3386,2020,2019
s3387,2020,2020
s3388,2020,1988
s3389,2019,2019
s3390,2020,2017
s3391,2021,2010
s3392,2020,2017
s3393,2020,2012
s3394,2018,2016
s3395,2019,2014
s3396,2020,2020
s3397,2016,2015
s3398,2019,2018
s3399,2018,2018
s3400,2019,2005
s3401,2017,2012
s3402,2020,2017
s3403,2017,2017
s3404,2018,2018
s3405,2020,1996
s3406,2018,2017
s3407,2020,2020
s3408,2020,2020
s3409,2017,2015
s3410,2018,2009
s3411,2018,2008
s3412,2017,2017
s3413,2018,2018
s3414,2020,1997
s3415,2020,2020
s3416,2019,2016
s3417,2020,2020
s3418,2018,2017
s3419,2019,2017
s3420,2017,2013
s3421,2019,2019
s3422,2019,2019
s3423,2019,2015
s3424,2019,2019
s3425,2020,2015
s3426,2017,1945
s3427,2019,2009
s3428,2019,2005
s3429,2019,2012
s3430,2017,2015
s3431,2017,2016
s3432,2018,2018
s3433,2019,2006
s3434,2017,2016
s3435,2020,2019
s3436,2019,2018
s3437,2018,2014
s3438,2019,2012
s3439,2018,2018
s3440,2020,2020
s3441,2018,2003
s3442,2021,2020
s3443,2019,1972
s3444,2017,2014
s3445,2017,2009
s3446,2017,2013
s3447,2017,2016
s3448,2017,2012
s3449,2017,2017
s3450,2017,2017
s3451,2017,2010
s3452,2017,2013
s3453,2018,2015
s3454,2020,2020
s3455,2019,2019
s3456,2019,2004
s3457,2015,2013
s3458,2019,2019
s3459,2019,2017
s3460,2019,2003
s3461,2020,1998
s3462,2019,2017
s3463,2016,2016
s3464,2018,2018
s3465,2020,2004
s3466,2018,2010
s3467,2012,2010
s3468,2016,2016
s3469,2017,2017
s3470,2018,2018
s3471,2018,2017
s3472,2018,2009
s3473,2021,2013
s3474,2016,2016
s3475,2019,1998
s3476,2016,2014
s3477,2017,2012
s3478,2018,2000
s3479,2019,2005
s3480,2019,2016
s3481,2018,2017
s3482,2019,2001
s3483,2018,2004
s3484,2021,2019
s3485,2019,2019
s3486,2017,2016
s3487,2018,2017
s3488,2020,1987
s3489,2020,2020
s3490,2017,2016
s3491,2018,2016
s3492,2016,2016
s3493,2019,2012
s3494,2017,2016
s3495,2020,2016
s3496,2019,2016
s3497,2020,2020
s3498,2019,2017
s3499,2017,2017
s3500,2016,2016
s3501,2020,2020
s3502,2018,2017
s3503,2020,2020
s3504,2019,2019
s3505,2019,2004
s3506,2019,2010
s3507,2019,2016
s3508,2018,2016
s3509,2019,2018
s3510,2018,2011
s3511,2018,2018
s3512,2020,2019
s3513,2020,2017
s3514,2017,2016
s3515,2020,2019
s3516,2017,2017
s3517,2019,2006
s3518,2019,2019
s3519,2019,2018
s3520,2018,2015
s3521,2017,2017
s3522,2021,2001
s3523,2019,2018
s3524,2019,2016
s3525,2019,2004
s3526,2017,1971
s3527,2018,2010
s3528,2017,2011
s3529,2018,2015
s3530,2020,2018
s3531,2017,2017
s3532,2019,2019
s3533,2020,2020
s3534,2016,2015
s3535,2019,2019
s3536,2019,2018
s3537,2017,2015
s3538,2019,2019
s3539,2020,2020
s3540,2020,2019
s3541,2020,2012
s3542,2018,2018
s3543,2019,2015
s3544,2019,2010
s3545,2021,2020
s3546,2019,2018
s3547,2020,2020
s3548,2016,2011
s3549,2019,2002
s3550,2019,2012
s3551,2017,2012
s3552,2019,2004
s3553,2018,2016
s3554,2018,2017
s3555,2019,2014
s3556,2019,2019
s3557,2020,2018
s3558,2019,2010
s3559,2021,2016
s3560,2020,2003
s3561,2020,2011
s3562,2020,2011
s3563,2020,2011
s3564,2017,2015
s3565,2020,2018
s3566,2018,2017
s3567,2020,2013
s3568,2018,2014
s3569,2020,2019
s3570,2020,2015
s3571,2020,2010
s3572,2018,2017
s3573,2017,2017
s3574,2019,2019
s3575,2018,1982
s3576,2019,2017
s3577,2019,2016
s3578,2019,2010
s3579,2016,2016
s3580,2019,2014
s3581,2017,2017
s3582,2019,2017
s3583,2019,2018
s3584,2016,2016
s3585,2018,2018
s3586,2020,2019
s3587,2020,2018
s3588,2016,2016
s3589,2017,2015
s3590,2019,2018
s3591,2019,2017
s3592,2020,2020
s3593,2020,2019
s3594,2019,2016
s3595,2020,2019
s3596,2017,2013
s3597,2019,2019
s3598,2020,2010
s3599,2020,2020
s3600,2017,2015
s3601,2018,2017
s3602,2015,2013
s3603,2017,2016
s3604,2020,2012
s3605,2020,2020
s3606,2018,2018
s3607,2017,2017
s3608,2019,2019
s3609,2017,1946
s3610,2020,2006
s3611,2019,2015
s3612,2019,2013
s3613,2019,2019
s3614,2017,2014
s3615,2020,2020
s3616,2019,2018
s3617,2019,2015
s3618,2017,2013
s3619,2018,2017
s3620,2019,2014
s3621,2020,2010
s3622,2018,2018
s3623,2017,2010
s3624,2018,2014
s3625,2018,2007
s3626,2019,2018
s3627,2018,2012
s3628,2019,2018
s3629,2015,2009
s3630,2019,2019
s3631,2017,2016
s3632,2018,2018
s3633,2016,2014
s3634,2020,2006
s3635,2019,2018
s3636,2018,1997
s3637,2020,2019
s3638,2019,2018
s3639,2018,2018
s3640,2019,1992
s3641,2020,2019
s3642,2016,2015
s3643,2018,2018
s3644,2014,2014
s3645,2019,2017
s3646,2019,2012
s3647,2018,2012
s3648,2018,2016
s3649,2020,2020
s3650,2018,2017
s3651,2019,2013
s3652,2019,2018
s3653,2019,2019
s3654,2020,2017
s3655,2019,1990
s3656,2019,2019
s3657,2019,2019
s3658,2017,2016
s3659,2018,1983
s3660,2017,2017
s3661,2018,2015
s3662,2018,2016
s3663,2018,2016
s3664,2017,2016
s3665,2019,2018
s3666,2020,1989
s3667,2020,2000
s3668,2020,2020
s3669,2018,2018
s3670,2019,2019
s3671,2019,2019
s3672,2020,2020
s3673,2019,2019
s3674,2020,2020
s3675,2019,2019
s3676,2017,2016
s3677,2019,2019
s3678,2017,2017
s3679,2019,2018
s3680,2017,2017
s3681,2019,2018
s3682,2020,2020
s3683,2020,2017
s3684,2020,2019
s3685,2019,2019
s3686,2019,2019
s3687,2016,2014
s3688,2019,2019
s3689,2016,2016
s3690,2018,2018
s3691,2019,2017
s3692,2017,2013
s3693,2018,2017
s3694,2018,2016
s3695,2020,1982
s3696,2019,1998
s3697,2018,2013
s3698,2020,2020
s3699,2019,2018
s3700,2020,2020
s3701,2020,2012
s3702,2017,2017
s3703,2017,2014
s3704,2017,2015
s3705,2019,1976
s3706,2020,2019
s3707,2018,2016
s3708,2019,1962
s3709,2018,2017
s3710,2021,2017
s3711,2020,2020
s3712,2017,2015
s3713,2017,2017
s3714,2017,2017
s3715,2017,2017
s3716,2019,2016
s3717,2018,2009
s3718,2018,1990
s3719,2016,2015
s3720,2017,2015
s3721,2019,2019
s3722,2018,2015
s3723,2017,2015
s3724,2017,2017
s3725,2018,2012
s3726,2019,2019
s3727,2019,2019
s3728,2017,2017
s3729,2016,2016
s3730,2020,2020
s3731,2016,2015
s3732,2020,2020
s3733,2019,2017
s3734,2019,2019
s3735,2018,2018
s3736,2018,2018
s3737,2017,2017
s3738,2016,2010
s3739,2016,2015
s3740,2018,2018
s3741,2018,2016
s3742,2020,2020
s3743,2020,2020
s3744,2020,2020
s3745,2019,2019
s3746,2018,2018
s3747,2018,2017
s3748,2018,2017
s3749,2016,2013
s3750,2018,2016
s3751,2016,2014
s3752,2016,2015
s3753,2020,2019
s3754,2016,2013
s3755,2019,2018
s3756,2020,2019
s3757,2017,2013
s3758,2018,2010
s3759,2019,2015
s3760,2020,2019
s3761,2017,2010
s3762,2020,2019
s3763,2020,2018
s3764,2019,1997
s3765,2020,2020
s3766,2017,2015
s3767,2016,2012
s3768,2018,2017
s3769,2016,2012
s3770,2019,2016
s3771,2019,2017
s3772,2018,1994
s3773,2020,2019
s3774,2018,2018
s3775,2018,2012
s3776,2018,2016
s3777,2019,2018
s3778,2019,2011
s3779,2017,2016
s3780,2020,2020
s3781,2020,2017
s3782,2019,2015
s3783,2019,2013
s3784,2019,2014
s3785,2019,2019
s3786,2020,2020
s3787,2019,2014
s3788,2019,2017
s3789,2017,2017
s3790,2018,2014
s3791,2017,2016
s3792,2020,2020
s3793,2017,2016
s3794,2020,2016
s3795,2018,2006
s3796,2019,2019
s3797,2018,1995
s3798,2019,2010
s3799,2020,2017
s3800,2017,2017
s3801,2020,2020
s3802,2020,2019
s3803,2019,2019
s3804,2020,2019
s3805,2018,2016
s3806,2018,2018
s3807,2017,2017
s3808,2020,2020
s3809,2019,2009
s3810,2019,2019
s3811,2017,2017
s3812,2016,2010
s3813,2017,2005
s3814,2020,2020
s3815,2019,2019
s3816,2019,2018
s3817,2019,2019
s3818,2020,2020
s3819,2017,2017
s3820,2018,2018
s3821,2019,2019
s3822,2019,2018
s3823,2021,2021
s3824,2018,1979
s3825,2019,2018
s3826,2016,2015
s3827,2018,2018
s3828,2018,2012
s3829,2017,2017
s3830,2018,2017
s3831,2020,2020
s3832,2020,2020
s3833,2018,2017
s3834,2016,2012
s3835,2017,2014
s3836,2020,2013
s3837,2017,2016
s3838,2020,1979
s3839,2015,2014
s3840,2019,2008
s3841,2010,1987
s3842,2018,2016
s3843,2017,2016
s3844,2020,2008
s3845,2020,2019
s3846,2018,2017
s3847,2020,2019
s3848,2018,2018
s3849,2021,2004
s3850,2020,2013
s3851,2017,2016
s3852,2019,2017
s3853,2016,2016
s3854,2019,2013
s3855,2020,2020
s3856,2017,2016
s3857,2015,2013
s3858,2019,2019
s3859,2020,2018
s3860,2020,2015
s3861,2020,1999
s3862,2017,2016
s3863,2018,2013
s3864,2019,2010
s3865,2017,2015
s3866,2017,2014
s3867,2019,2017
s3868,2018,2010
s3869,2018,1981
s3870,2016,2013
s3871,2019,2010
s3872,2018,2009
s3873,2018,2004
s3874,2018,2005
s3875,2019,2005
s3876,2018,1989
s3877,2017,2015
s3878,2018,2018
s3879,2020,2020
s3880,2020,2020
s3881,2020,2016
s3882,2018,2018
s3883,2018,2017
s3884,2019,2019
s3885,2020,2020
s3886,2018,2018
s3887,2018,2018
s3888,2019,2019
s3889,2020,2020
s3890,2019,2019
s3891,2019,2018
s3892,2019,2019
s3893,2020,2018
s3894,2017,2017
s3895,2020,2020
s3896,2018,2013
s3897,2017,2017
s3898,2018,2015
s3899,2018,2018
s3900,2020,2020
s3901,2020,1983
s3902,2018,2017
s3903,2017,2014
s3904,2018,2016
s3905,2017,2014
s3906,2018,2017
s3907,2020,2020
s3908,2018,2018
s3909,2020,2020
s3910,2018,2017
s3911,2020,2020
s3912,2019,2019
s3913,2020,1999
s3914,2018,2017
s3915,2020,2007
s3916,2017,1974
s3917,2020,1999
s3918,2015,2015
s3919,2018,2018
s3920,2017,2017
s3921,2017,2017
s3922,2019,2018
s3923,2019,2017
s3924,2018,2014
s3925,2017,2017
s3926,2019,2017
s3927,2019,2020
s3928,2020,2016
s3929,2020,2020
s3930,2018,2013
s3931,2017,2017
s3932,2020,2019
s3933,2019,2017
s3934,2018,2018
s3935,2017,2017
s3936,2016,2016
s3937,2015,2015
s3938,2019,2019
s3939,2017,2017
s3940,2018,2012
s3941,2016,2015
s3942,2019,2019
s3943,2016,2016
s3944,2016,2016
s3945,2019,2018
s3946,2018,2018
s3947,2019,2016
s3948,2017,2016
s3949,2019,2018
s3950,2019,2019
s3951,2020,2019
s3952,2019,2018
s3953,2018,2018
s3954,2018,1986
s3955,2019,2002
s3956,2018,2017
s3957,2019,2019
s3958,2018,2016
s3959,2015,2014
s3960,2020,2011
s3961,2020,2011
s3962,2016,2015
s3963,2020,2020
s3964,2018,2018
s3965,2017,2016
s3966,2018,2018
s3967,2014,2013
s3968,2019,2019
s3969,2018,2018
s3970,2017,2017
s3971,2019,2019
s3972,2018,2017
s3973,2020,2014
s3974,2019,2018
s3975,2019,2016
s3976,2020,2020
s3977,2020,2020
s3978,2020,2013
s3979,2016,2016
s3980,2020,2019
s3981,2016,2012
s3982,2016,2012
s3983,2020,2020
s3984,2019,1983
s3985,2018,2016
s3986,2017,2017
s3987,2019,2018
s3988,2020,2017
s3989,2018,2017
s3990,2020,2012
s3991,2018,2006
s3992,2018,2018
s3993,2019,2018
s3994,2020,2020
s3995,2017,2013
s3996,2018,2018
s3997,2018,2014
s3998,2019,2017
s3999,2017,2016
s4000,2017,1993
s4001,2019,2019
s4002,2018,2017
s4003,2017,2017
s4004,2018,1988
s4005,2017,2016
s4006,2017,2017
s4007,2019,2016
s4008,2021,2011
s4009,2019,1973
s4010,2020,2020
s4011,2018,2018
s4012,2020,2020
s4013,2020,2019
s4014,2018,2017
s4015,2019,1985
s4016,2019,2016
s4017,2020,2017
s4018,2017,2017
s4019,2019,2013
s4020,2020,2018
s4021,2019,2012
s4022,2018,2017
s4023,2019,2019
s4024,2018,2017
s4025,2019,2016
s4026,2018,2003
s4027,2018,2017
s4028,2020,2019
s4029,2018,2018
s4030,2019,2018
s4031,2019,2017
s4032,2019,1997
s4033,2019,2002
s4034,2020,2020
s4035,2020,2008
s4036,2020,2017
s4037,2017,2016
s4038,2019,2009
s4039,2019,2018
s4040,2016,2016
s4041,2018,2018
s4042,2016,2016
s4043,2019,2019
s4044,2018,2018
s4045,2019,2019
s4046,2019,2018
s4047,2016,2015
s4048,2016,2012
s4049,2019,2019
s4050,2020,2019
s4051,2019,2018
s4052,2018,2017
s4053,2017,2017
s4054,2020,2020
s4055,2020,2013
s4056,2017,2014
s4057,2018,2018
s4058,2018,2016
s4059,2018,2016
s4060,2017,2016
s4061,2019,2017
s4062,2019,2019
s4063,2019,2018
s4064,2018,2009
s4065,2019,2015
s4066,2020,2017
s4067,2020,2011
s4068,2017,2017
s4069,2016,2016
s4070,2017,2017
s4071,2020,2020
s4072,2020,2020
s4073,2019,2019
s4074,2020,2009
s4075,2019,2016
s4076,2020,2020
s4077,2020,2020
s4078,2020,2014
s4079,2019,2019
s4080,2019,2018
s4081,2020,2016
s4082,2020,2020
s4083,2020,2020
s4084,2020,2020
s4085,2019,2019
s4086,2020,2020
s4087,2021,2021
s4088,2016,1996
s4089,2016,2010
s4090,2020,2014
s4091,2020,2013
s4092,2017,2017
s4093,2019,2019
s4094,2019,2008
s4095,2015,2015
s4096,2019,2019
s4097,2018,2017
s4098,2020,2018
s4099,2020,2020
s4100,2020,2019
s4101,2020,2018
s4102,2017,2008
s4103,2019,2019
s4104,2020,2020
s4105,2019,2019
s4106,2017,2017
s4107,2017,2015
s4108,2020,2017
s4109,2017,2017
s4110,2019,2019
s4111,2019,2016
s4112,2020,2019
s4113,2018,2015
s4114,2018,2014
s4115,2017,2016
s4116,2019,2018
s4117,2019,2016
s4118,2018,2017
s4119,2018,2013
s4120,2018,2004
s4121,2020,2019
s4122,2020,2019
s4123,2019,2018
s4124,2020,2018
s4125,2019,2019
s4126,2020,2012
s4127,2017,2016
s4128,2019,2014
s4129,2020,2019
s4130,2019,2017
s4131,2020,2019
s4132,2020,2020
s4133,2020,2020
s4134,2019,2019
s4135,2018,2015
s4136,2017,2015
s4137,2016,2016
s4138,2020,2020
s4139,2018,2014
s4140,2015,2014
s4141,2017,2017
s4142,2016,2012
s4143,2017,2011
s4144,2016,2015
s4145,2017,2015
s4146,2016,2016
s4147,2020,2019
s4148,2014,2014
s4149,2017,2017
s4150,2019,2008
s4151,2019,2018
s4152,2017,2014
s4153,2018,2015
s4154,2014,2014
s4155,2018,2018
s4156,2019,2019
s4157,2018,2018
s4158,2018,2014
s4159,2019,2016
s4160,2020,2018
s4161,2020,2000
s4162,2017,2016
s4163,2020,2019
s4164,2018,2017
s4165,2018,2016
s4166,2018,2015
s4167,2019,2019
s4168,2019,2015
s4169,2020,2017
s4170,2018,2017
s4171,2017,2014
s4172,2020,2018
s4173,2019,2003
s4174,2021,2021
s4175,2017,2016
s4176,2019,2015
s4177,2020,2020
s4178,2019,1997
s4179,2019,2019
s4180,2019,2017
s4181,2017,2014
s4182,2018,2018
s4183,2016,2016
s4184,2019,2017
s4185,2018,2017
s4186,2018,2013
s4187,2015,2015
s4188,2020,2017
s4189,2018,2012
s4190,2018,2014
s4191,2018,2013
s4192,2018,2011
s4193,2018,2014
s4194,2018,2012
s4195,2017,2016
s4196,2018,2015
s4197,2017,2010
s4198,2015,2013
s4199,2018,2013
s4200,2020,2006
s4201,2017,2017
s4202,2020,2012
s4203,2020,2005
s4204,2020,2014
s4205,2020,2014
s4206,2019,2013
s4207,2019,2011
s4208,2019,1975
s4209,2018,2014
s4210,2018,2008
s4211,2018,2014
s4212,2018,2000
s4213,2018,1998
s4214,2018,1982
s4215,2018,2014
s4216,2018,2009
s4217,2018,1972
s4218,2018,1974
s4219,2018,1979
s4220,2018,2005
s4221,2019,2018
s4222,2020,2009
s4223,2019,2016
s4224,2017,2015
s4225,2017,2015
s4226,2019,2018
s4227,2020,2020
s4228,2018,2016
s4229,2019,2019
s4230,2018,2013
s4231,2018,2011
s4232,2019,2012
s4233,2018,2017
s4234,2020,2020
s4235,2017,2016
s4236,2020,2020
s4237,2020,2020
s4238,2017,2016
s4239,2020,2019
s4240,2018,2016
s4241,2019,2019
s4242,2017,2016
s4243,2018,2017
s4244,2020,2020
s4245,2019,2013
s4246,2019,2018
s4247,2018,2016
s4248,2018,2018
s4249,2018,2018
s4250,2018,2016
s4251,2020,2002
s4252,2017,2015
s4253,2020,2020
s4254,2020,2014
s4255,2016,2016
s4256,2020,2015
s4257,2020,2009
s4258,2017,2017
s4259,2018,2018
s4260,2018,1984
s4261,2019,2007
s4262,2019,2013
s4263,2020,2020
s4264,2019,2012
s4265,2017,2017
s4266,2016,2016
s4267,2017,2015
s4268,2020,2020
s4269,2017,2015
s4270,2021,2012
s4271,2017,2017
s4272,2018,2012
s4273,2020,2019
s4274,2019,2004
s4275,2017,1989
s4276,2020,2006
s4277,2016,2012
s4278,2020,2014
s4279,2019,2003
s4280,2018,2008
s4281,2019,2018
s4282,2018,2014
s4283,2018,2014
s4284,2020,2014
s4285,2020,1987
s4286,2017,2017
s4287,2018,2011
s4288,2018,2017
s4289,2018,2018
s4290,2019,2019
s4291,2018,2007
s4292,2020,2020
s4293,2018,2017
